orderID|orderTime|userID|couponsReceived|couponID1|price1|basePrice1|reward1|premiumProduct1|brand1|productGroup1|categoryIDs1|couponID2|price2|basePrice2|reward2|premiumProduct2|brand2|productGroup2|categoryIDs2|couponID3|price3|basePrice3|reward3|premiumProduct3|brand3|productGroup3|categoryIDs3|coupon1Used|coupon2Used|coupon3Used|basketValue
899|2015-01-13 20:14:41|cf7d0e0d9556bd5bece1b03169e39f32|2015-01-13 19:48:38|aedf774d7259367ebdddb075f64cf784|3.98|2.09|2.2|0|a38b030516e52b6f126fb96c159aba25|e07e0204e8a62673afc9ad29b4f79f4a|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|5de73019819ae0aafb3d8224b0686558|5.74|4.25|1.57|0|304979e999d95fc59d85cba5f1633595|b1f57b4c3876f032a2b0ea1f714b0940|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|f602f16ddb25957744754fc94155b144|2.73|2.73|1.26|1|4e03e74099990e8529eb7e7328220af1|d1b083d764bac332ee2715c369cf7ec1|667daa357f8999be0805a6d62d7d3970|1|1|1|94.33
900|2015-01-13 20:30:57|737ff246f1d4b7438b80ef92e011d8d1|2015-01-13 20:30:14|60beeeba67a2582fd85dd966ff5a4579|9.17|3.67|1.26|1|4e03e74099990e8529eb7e7328220af1|c06dc2b4a5f7ecdfa27a83acf7a29423|b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970,a0ae3bad823bea2ffa642bf47daa4a77|c88bf74f87aedd12f0ad05ac462aab48|5.37|2.23|1.57|0||b6bd2ed0976ae13afc75b72e7f138df4|f12c4112c9ea685dc2d2705b1448bfbc|38b7231af407c3ed9f6af339c8c0d493|18.48|6.16|1.26|0||94a7d11a8972ed94819c748a1d1b42f8|796c5815752a170021838a78bf7fab34|0|0|0|186.72
901|2015-01-13 20:47:09|59fccc52a3e789a4b04a673dd4eb4551|2015-01-13 20:12:48|9e32af053a3a89da9047d645a05d7fde|6.67|8.34|1.26|0|f6601412b868a05c118961e9d7869bc8|a7ac75fff375132f9b4753d55aada511|b7e3b0110f96213f5087034b92be487a|ab6f1f17848c682d6832dccca16343e1|2.73|1.13|1.57|0||008b99d9c2fd9d58dd1483e364f8e8d3|f12c4112c9ea685dc2d2705b1448bfbc|03dac2fbea0f2c29b4870a4e1b9b7fe6|4.91|0.56|1.57|1|4e03e74099990e8529eb7e7328220af1|fee2c21073bf07c9cd87566fe98fcfb2|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|1|0|0|186.12
902|2015-01-13 21:00:08|864ee416b0dffc5cedf0a64549d762fb|2015-01-13 20:30:36|5aea2e3b181a550ccd212e75f8e78b49|9.96|1.99|0.94|0|a38b030516e52b6f126fb96c159aba25|aad45830af47197327d9e538aebebbfe|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|9e087a37b16632fd16efec36b261bfe1|2.87|0.47|0.94|0|f6601412b868a05c118961e9d7869bc8|e54573aaf3c08c40545b97cc5ddf1732|f12c4112c9ea685dc2d2705b1448bfbc|9f3e5c8d759c0b2c7fffa285499058b6|3.89|1.11|1.26|0|f6601412b868a05c118961e9d7869bc8|37450a69e12d3a731be1c77b9b621112|796c5815752a170021838a78bf7fab34|0|1|0|154.44
903|2015-01-13 21:05:31|9692dbf3dd7791668dde7f6ffdd05540|2015-01-13 20:58:22|2ecba417f3032469c8360a3d0cd7f5db|2.73|1.09|1.26|0||6984ac43dd7ef0bc67e62234a4153132|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|74c3ac90f5e8869b8eaf229d5684b5c8|7.22|2.41|0.94|0||5e24ab46af72b5605beaafbf6e36d551|1f26675d7c5cfea5899291a241171282|806944dcbaf8ef59ada10765cef54e37|6.44|0|1.57|0||6d7ba606f769a0327c1c111ef8d0a681|f929d7624d13f00e1ca52c9edb5c03ba|0|0|1|195.01
904|2015-01-13 21:11:57|40a1781d096b5dd06664e79ef84d1ed4|2015-01-13 20:37:47|e852907cbd92660b3edbf897ec9154d9|3.66|1.46|1.26|0|f6601412b868a05c118961e9d7869bc8|0b7f142705b7a211fbd80cbcf1801d21|b78123c345b9f8a300a7fac7a735a8bd|1a32f528edbeac5055b8b68b52057a39|4.58|4.58|1.88|0||9c73f392a72750eee9e3dcdf7bc06260|e73355e7a58b57d741111e7ab3855265,ac6d9e2b42dff101d8e6e5582d7a45cf,a0ae3bad823bea2ffa642bf47daa4a77|74af602a3df9c521f34383cd494ecaa1|3.66|3.66|0.94|0|f6601412b868a05c118961e9d7869bc8|c4ef7809ef808b3d165258d539e14f6f|f929d7624d13f00e1ca52c9edb5c03ba|0|0|0|47.28
905|2015-01-13 21:31:30|b6bf6916842d0a5a6978dc78a39ad402|2015-01-13 19:52:04|ae443966b33a32817cae63708251af33|4.58|0|1.26|1|4e03e74099990e8529eb7e7328220af1|dc140663301ed170b7e065adbe4ab044|b78123c345b9f8a300a7fac7a735a8bd,667daa357f8999be0805a6d62d7d3970|7c6bf4b7c5c92f0b43a14ab068e83125|9.59|1.18|0.94|0||041a02d031057ba1c2e210fe6b0db0f4|4c65852ba87d9e7d2cc8242c19d5a2c3,f12c4112c9ea685dc2d2705b1448bfbc,4b3e2dbd4d59c43bf6982405a5f7fce7,cd52429aa5b3fc567c4ee122b5fdbbe5|035011be68a9824bbe1c969b98b76545|6.25|2.5|0.63|0|f6601412b868a05c118961e9d7869bc8|920c97ba22e2235de589e5cc9b391709|b78123c345b9f8a300a7fac7a735a8bd,a0ae3bad823bea2ffa642bf47daa4a77,6f735673e0cbf770a14c38aa256011a7|0|1|0|357.1
906|2015-01-13 21:32:28|1fb9d838d627f6bcbb0339be1b431b8f|2015-01-13 18:38:41|a3651fafd5911623b2d598873443e174|42.93|5.05|1.57|0|f6601412b868a05c118961e9d7869bc8|c06dc2b4a5f7ecdfa27a83acf7a29423|b7e3b0110f96213f5087034b92be487a|7c2f847c106e860308bb60f3db6b4d02|11.02|3.67|1.57|0||c062480d27f1c080c666718888417818|f12c4112c9ea685dc2d2705b1448bfbc|27a917ca1f121c2895065e3b97923b96|12.5|2.5|1.57|0||94a7d11a8972ed94819c748a1d1b42f8|796c5815752a170021838a78bf7fab34,ac6d9e2b42dff101d8e6e5582d7a45cf|0|0|0|226.22
907|2015-01-13 21:42:55|7a8229e01a8ab0483853ae0dfb5e8a37|2015-01-13 20:36:23|05af3256968228df97c3433c52ee4cd3|5.28|0.58|2.2|0|f6601412b868a05c118961e9d7869bc8|ef461633061718c7d0a47677fad3372f|1f26675d7c5cfea5899291a241171282,6f735673e0cbf770a14c38aa256011a7|1e223c23de965e61ea9a9d6d9026be5e|5.28|0.58|2.2|0|f6601412b868a05c118961e9d7869bc8|ef461633061718c7d0a47677fad3372f|1f26675d7c5cfea5899291a241171282|cfcbe99b59300e17ff7e85adec474439|2.78|2.78|1.88|0|c23747fc72ef0d5c60a1a346bdf7eacf|95b506709bb468130e34ecd752c947c2|e73355e7a58b57d741111e7ab3855265,a0ae3bad823bea2ffa642bf47daa4a77,4b3e2dbd4d59c43bf6982405a5f7fce7|0|0|0|158.75
908|2015-01-13 22:00:00|d71bfdb6bcea92a6fb4451b2396bf91b|2015-01-13 15:36:27|6f0f2a8b14d63d1410a7799057a2fbb6|2.73|1.82|1.57|0||bc9a47aafbf15f17451830057947f0a3|b78123c345b9f8a300a7fac7a735a8bd|4f56c30684528eb1705322ee373d09d9|5|0.6|6.28|0|f6601412b868a05c118961e9d7869bc8|fee2c21073bf07c9cd87566fe98fcfb2|7a04f5ee0a1363e6af5ca20434ed72a0|af9bb0c1d058615427b7858b8d401916|4.4|1.19|1.26|0||0c241dc5c75b0e08a401d564f6cbb31d|796c5815752a170021838a78bf7fab34|1|0|1|631.25
909|2015-01-13 22:18:22|cba28ca9975092b12a2eb58a71af269a|2015-01-13 21:46:08|9adac6a8fd6e66904bbd0f55fb30a1b1|4.17|2.6|1.57|0|a38b030516e52b6f126fb96c159aba25|766fb91efebff83f298f780e7524b276|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|83cdcb82c76d10a2f3db6127bc923417|9.63|1.33|1.26|0|f6601412b868a05c118961e9d7869bc8|0410dd2df16de2ce13b4b0279ebd8e6b|f12c4112c9ea685dc2d2705b1448bfbc|d0d0819748392e80627562315518cb17|4.58|0.92|0.94|1|4e03e74099990e8529eb7e7328220af1|32ff5903d325a168eb666ca1b2872efd|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|0|1|1|199.46
910|2015-01-13 22:32:33|4169e9387ad8487c7fbff85aa5146ce4|2015-01-13 14:42:40|073ce82db00e8867617ff77273381213|21.49|4.77|1.26|0|f6601412b868a05c118961e9d7869bc8|a240b3940110f9bd715b1a7a623f06ee|b7e3b0110f96213f5087034b92be487a|d4a4a217f46f93e886802c0272bfc8dd|9.22|0.92|1.88|0|f6601412b868a05c118961e9d7869bc8|c062480d27f1c080c666718888417818|f12c4112c9ea685dc2d2705b1448bfbc,a0ae3bad823bea2ffa642bf47daa4a77|562dbd7be71bc7decb345060ff8b651a|6.11|2.45|1.57|1|4e03e74099990e8529eb7e7328220af1|9dd2e08bd0e33f57518607d8d96d8ffb|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970,acd2ceca1bb5baf9ae8429fab2b0192b,a0ae3bad823bea2ffa642bf47daa4a77|0|0|0|255.12
911|2015-01-13 22:33:02|e27f3aa4c00445cdff39c07bf5869f06|2015-01-13 13:42:55|5ad6f27522a4f8a36e9d4a645e994911|4.82|1.2|1.26|0|f6601412b868a05c118961e9d7869bc8|645dd2d872e6d5f4db5598ddecc789d2|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|688ea763f8851165ff618db46115d1fb|3.94|0.87|1.26|0||008b99d9c2fd9d58dd1483e364f8e8d3|f12c4112c9ea685dc2d2705b1448bfbc|44f34ab289d5009b4d498188db61f874|3.24|3.24|1.88|1|4e03e74099990e8529eb7e7328220af1|6984ac43dd7ef0bc67e62234a4153132|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|0|0|0|176.9
912|2015-01-14 01:44:33|ac03d76fcdae5b6bd56a5b3e6ccaac25|2015-01-14 01:34:26|b2c31466671d197d39d472a8bbdd025a|3.61|2.41|1.88|0|a38b030516e52b6f126fb96c159aba25|e07e0204e8a62673afc9ad29b4f79f4a|b7e3b0110f96213f5087034b92be487a|bdc2ed0cee111cbe04829feb2e1185ac|9.22|1.84|1.57|0||e12b2381d02e767dd2d210fdb1ae7bc2|f12c4112c9ea685dc2d2705b1448bfbc|5f720f48bf97c705f8df66e580e17219|30.47|0|1.26|0||b1f57b4c3876f032a2b0ea1f714b0940|796c5815752a170021838a78bf7fab34|0|0|1|520.29
913|2015-01-14 01:50:03|40eda83f0612684b568662544863f330|2015-01-14 00:17:38|06a9f11c813042cec82102cbede6c53b|4.77|3.97|1.57|0||a7ac75fff375132f9b4753d55aada511|b7e3b0110f96213f5087034b92be487a,4b3e2dbd4d59c43bf6982405a5f7fce7|501780a1cddb9dbc7e63a77f3fe4b168|7.04|0.83|0.94|0|f6601412b868a05c118961e9d7869bc8|daf40da25b745f9c176c910885d8c1d3|f12c4112c9ea685dc2d2705b1448bfbc|43af8afd1b9df932cd29ffc365cee011|5.51|0|0.94|0||009c53384b7e410f25dfbf42b35ed2ad|796c5815752a170021838a78bf7fab34|0|0|0|295.46
914|2015-01-14 01:58:33|22c6b2c37d3d775069a22e23fa082806|2015-01-14 00:33:54|9adac6a8fd6e66904bbd0f55fb30a1b1|4.17|2.6|1.57|0|a38b030516e52b6f126fb96c159aba25|766fb91efebff83f298f780e7524b276|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|e9918051d3d7622506022c241048095b|8.1|0.9|1.26|0||041a02d031057ba1c2e210fe6b0db0f4|4c65852ba87d9e7d2cc8242c19d5a2c3,f12c4112c9ea685dc2d2705b1448bfbc,4b3e2dbd4d59c43bf6982405a5f7fce7|37b8f2fbb22befc8322b034b9ca7bedc|3.66|0.73|1.26|1|4e03e74099990e8529eb7e7328220af1|364689b55305dcbcb1f3176c7afdb74a|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|0|0|0|201.59
915|2015-01-14 07:21:48|b241f126edea32d3154bdec50312bdaf|2015-01-13 13:54:37|5aea2e3b181a550ccd212e75f8e78b49|9.96|1.99|0.94|0|a38b030516e52b6f126fb96c159aba25|aad45830af47197327d9e538aebebbfe|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|3663c3c5e1a64e5cbee1186c843eb9d1|3.43|1.37|1.57|0|60911b4dbbed5feea938890a46ae07be|70f4a4f65c3c5f6b41cb04999d321967|7a04f5ee0a1363e6af5ca20434ed72a0|b43e3693f3f604e9158166e489ddebd2|6.3|2.52|1.88|0|304979e999d95fc59d85cba5f1633595|6cb9192a405cfe3283dc2dd4d1c8899b|796c5815752a170021838a78bf7fab34|0|0|0|574.61
916|2015-01-14 07:54:54|bd4d327a76cd4ce33ebcd65285d34ca4|2015-01-13 13:52:30|05be95f88e9fab055c6424d25a7e49ec|20.38|13.58|0.94|0||5fe8380a433b236f73295914a097adcf|796c5815752a170021838a78bf7fab34|1214932038fc8da5c6a479c2aba137b7|6.95|5.51|1.57|0||bd5a15b6ecba1a9f17cd38de3d72fda2|796c5815752a170021838a78bf7fab34,6f735673e0cbf770a14c38aa256011a7|92f41f6b12e5ec0a088d46f8f74912e7|5.74|2.87|1.57|0||bd5a15b6ecba1a9f17cd38de3d72fda2|796c5815752a170021838a78bf7fab34|0|0|0|144.9
917|2015-01-14 08:14:20|76261863b4024771e2c742dbdbc13561|2015-01-13 20:17:56|a10bb278883972b3e977d30f4c5d526c|7.92|2.64|1.26|1|4e03e74099990e8529eb7e7328220af1|c06dc2b4a5f7ecdfa27a83acf7a29423|b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970|db4f24fdbaf0be43fb478f6d654e7284|4.91|0.61|1.26|0||008b99d9c2fd9d58dd1483e364f8e8d3|f12c4112c9ea685dc2d2705b1448bfbc|3b8d06951de6c67b95f5cceba1fdef1c|2.96|0.59|1.88|1|4e03e74099990e8529eb7e7328220af1|8b3a0dbc4af76748e7432f9ca3a8c4ff|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|0|0|0|201.54
918|2015-01-14 08:49:45|445cb5bea081e90a11fa783ae4b272c1|2015-01-13 13:46:45|11b5cf729aa98c47dedcf66387039638|5.93|2.82|1.26|0||c06dc2b4a5f7ecdfa27a83acf7a29423|b7e3b0110f96213f5087034b92be487a|836ffda6edca4e0cfbc1f180e47bafe1|9.59|1.07|0.94|0||041a02d031057ba1c2e210fe6b0db0f4|4c65852ba87d9e7d2cc8242c19d5a2c3,f12c4112c9ea685dc2d2705b1448bfbc,4b3e2dbd4d59c43bf6982405a5f7fce7|176ba29b0a063c4aaf010b5aa2c1105d|2.73|273.23|1.57|1|4e03e74099990e8529eb7e7328220af1|364689b55305dcbcb1f3176c7afdb74a|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|0|0|0|191.49
919|2015-01-14 08:58:10|cff6c0f16ce02150d1e27b71e203b784|2015-01-14 08:33:25|173cac356b89eee4fcfa9eeb2a8a8f2c|6.11|2.04|1.26|0||ca7734a09ece2e6d5f3535b2b7e31fe0|b7e3b0110f96213f5087034b92be487a|7a8f7cc8f4c9b5c886d6905a3c7e43b2|5.37|1.79|1.26|0|60911b4dbbed5feea938890a46ae07be|7c2669ac77338f4326c0be2c618eb49c|7a04f5ee0a1363e6af5ca20434ed72a0|4347586f20b9619bc56490da63fe7e32|5.37|0|1.26|0||89f4ebbb12bbed5670bcdcb48884abc8|796c5815752a170021838a78bf7fab34|0|0|0|230.02
920|2015-01-14 09:13:53|4fb0240725cb68d87b8600f0ed3d2e48|2015-01-13 13:53:56|4d188de522282403700a727bb17cdc63|22.23|1.85|1.88|0||f99275683b7068a623c470d1f4a16a05|1f26675d7c5cfea5899291a241171282,4b3e2dbd4d59c43bf6982405a5f7fce7|060ca18f20c55eb0a60196f2abddc3cc|13.34|1.48|1.26|0||5e24ab46af72b5605beaafbf6e36d551|1f26675d7c5cfea5899291a241171282|238dad40f1d725e1a335714016d3fe90|13.34|1.48|1.26|0||5e24ab46af72b5605beaafbf6e36d551|1f26675d7c5cfea5899291a241171282|0|0|0|156.39
921|2015-01-14 09:21:04|0b21ca0cd43262bbd46e1e0cb90701f8|2015-01-13 16:11:39|4b7f8cd394ebc65414c182e7261127f4|2.73|2.09|1.57|0|a38b030516e52b6f126fb96c159aba25|e07e0204e8a62673afc9ad29b4f79f4a|b7e3b0110f96213f5087034b92be487a|7a208b048bebb4dacbe925f0bc1ea7eb|7.36|1.41|1.57|0||041a02d031057ba1c2e210fe6b0db0f4|f12c4112c9ea685dc2d2705b1448bfbc|a7f610ec312f4696305ef1f96be8a6e1|2.73|4.55|1.88|1|4e03e74099990e8529eb7e7328220af1|e8f2ae4556952195821c46ea2da1d21c|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|0|0|0|128.14
922|2015-01-14 09:24:03|3687fb601cce296aef958cb696e1ffd9|2015-01-14 09:17:24|d1ff7fa8fdbfa228205ee2cfbb1daeb3|8.24|8.67|1.57|0||a7ac75fff375132f9b4753d55aada511|b7e3b0110f96213f5087034b92be487a,ac6d9e2b42dff101d8e6e5582d7a45cf|ddf2edcb48c0b569873c33385642afee|7.97|1.59|1.88|0|304979e999d95fc59d85cba5f1633595|e12b2381d02e767dd2d210fdb1ae7bc2|f12c4112c9ea685dc2d2705b1448bfbc,ac6d9e2b42dff101d8e6e5582d7a45cf,6f735673e0cbf770a14c38aa256011a7,4b3e2dbd4d59c43bf6982405a5f7fce7|94e9076a906fd4835b870f00055e9727|6.02|4.01|1.26|0|304979e999d95fc59d85cba5f1633595|9dd2e08bd0e33f57518607d8d96d8ffb|796c5815752a170021838a78bf7fab34|0|0|0|139.81
923|2015-01-14 09:24:11|e9c6b016cd4010dbe6e13037e3c83c4e|2015-01-14 09:07:39|1af09b636b8d9be013e0033570294bfd|3.47|2.78|1.57|0|304979e999d95fc59d85cba5f1633595|bc9a47aafbf15f17451830057947f0a3|b78123c345b9f8a300a7fac7a735a8bd,ac6d9e2b42dff101d8e6e5582d7a45cf,4b3e2dbd4d59c43bf6982405a5f7fce7|e5528403198a4304584fd1cae2547d56|4.35|0.96|1.26|0||c062480d27f1c080c666718888417818|f12c4112c9ea685dc2d2705b1448bfbc|4430e468db7670b2ffbefd6cdb9d89e3|4.91|2.45|1.57|1|4e03e74099990e8529eb7e7328220af1|d1b083d764bac332ee2715c369cf7ec1|796c5815752a170021838a78bf7fab34|1|1|0|216.18
924|2015-01-14 09:44:20|149abf16096d9ab461651167ac56449b|2015-01-13 13:41:41|a6f321b6e5cdc83deb463f46d1921df2|7.5|1.25|0.63|0|f6601412b868a05c118961e9d7869bc8|113593efe095675415192b4aa1ab8653|b78123c345b9f8a300a7fac7a735a8bd,6f735673e0cbf770a14c38aa256011a7|4151853f97ac2fc870eae60e9cc9e8ca|8.15|2.12|1.57|0||e12b2381d02e767dd2d210fdb1ae7bc2|f12c4112c9ea685dc2d2705b1448bfbc|0b352fbf245e321aab6742139172dce7|2.41|1.93|1.57|0||719076d25a5d21b11a8534341545823b|796c5815752a170021838a78bf7fab34|0|0|0|359.88
925|2015-01-14 09:59:08|2c5ba28bda92b6e98e7a247ba5242bf6|2015-01-13 18:11:31|b2c31466671d197d39d472a8bbdd025a|3.61|2.41|1.88|0|a38b030516e52b6f126fb96c159aba25|e07e0204e8a62673afc9ad29b4f79f4a|b7e3b0110f96213f5087034b92be487a|54906283a8d329e436b010735158417b|3.61|0.51|1.26|0|f6601412b868a05c118961e9d7869bc8|e54573aaf3c08c40545b97cc5ddf1732|f12c4112c9ea685dc2d2705b1448bfbc|4347586f20b9619bc56490da63fe7e32|5.37|0|1.26|0||89f4ebbb12bbed5670bcdcb48884abc8|796c5815752a170021838a78bf7fab34|0|0|0|178.48
926|2015-01-14 10:10:22|551cd8673958959931f1b2aa12ba9646|2015-01-13 13:56:50|a10bb278883972b3e977d30f4c5d526c|7.92|2.64|1.26|1|4e03e74099990e8529eb7e7328220af1|c06dc2b4a5f7ecdfa27a83acf7a29423|b7e3b0110f96213f5087034b92be487a,667daa357f8999be0805a6d62d7d3970|49568e9a3f54396188294e6dcf5c86ab|4.17|0.56|1.26|0||e12b2381d02e767dd2d210fdb1ae7bc2|f12c4112c9ea685dc2d2705b1448bfbc|3064631038c09ee37f8e4ff5cbe2895e|3.98|3.98|1.88|0|304979e999d95fc59d85cba5f1633595|719076d25a5d21b11a8534341545823b|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|0|0|0|220.07
927|2015-01-14 10:14:51|1f7d718346fdb19d217b02a4ba4b68f1|2015-01-14 09:33:18|5e172c81d40aef897bba4871829699d1|7.36|2.45|3.14|0||920c97ba22e2235de589e5cc9b391709|b78123c345b9f8a300a7fac7a735a8bd,9ebaa35411ef69b93eb958ce880669f3|5be8d644e8a5f43d702f7ad68d655e8a|4.58|1.47|1.88|0|304979e999d95fc59d85cba5f1633595|e006513b5c7be290e81c8bd614362d07|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|9b250cace93aadeddb4b726fda9765e7|8.29|1.66|1.57|1|4e03e74099990e8529eb7e7328220af1|94a7d11a8972ed94819c748a1d1b42f8|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970,ac6d9e2b42dff101d8e6e5582d7a45cf,a0ae3bad823bea2ffa642bf47daa4a77|0|0|0|185.52
928|2015-01-14 10:20:35|64ac643cbd37dd997c99f01795726143|2015-01-13 14:43:05|9181dc7f4161a736b47c7c06d6fc9646|6.67|1.67|1.57|0|a38b030516e52b6f126fb96c159aba25|a240b3940110f9bd715b1a7a623f06ee|b7e3b0110f96213f5087034b92be487a|12f0477d31c974c78ae46ce3e74acf28|6.9|1.72|1.26|0||c062480d27f1c080c666718888417818|f12c4112c9ea685dc2d2705b1448bfbc|fe7dfd8dbf4747cd869bb168ba5931fb|3.66|0.91|2.2|0||1ba3059382b4d1db6dfe2e3d484a6d98|796c5815752a170021838a78bf7fab34|0|0|0|142.03
929|2015-01-14 10:29:44|ae12572bcebf3881d2923d60a4df5967|2015-01-13 16:59:59|01942b50a296bfeb0ece9ea00c43ff82|3.1|2.58|1.26|0||e07e0204e8a62673afc9ad29b4f79f4a|b7e3b0110f96213f5087034b92be487a|4151853f97ac2fc870eae60e9cc9e8ca|8.15|2.12|1.57|0||e12b2381d02e767dd2d210fdb1ae7bc2|f12c4112c9ea685dc2d2705b1448bfbc|105b99e350a1bf853ae17dff44822bbd|13.85|4.94|1.26|0||bd5a15b6ecba1a9f17cd38de3d72fda2|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|0|0|0|195.38
930|2015-01-14 10:33:14|d0da309e04f093b8548a31f7845b12b0|2015-01-13 15:38:37|6f57b217b95fc5a35ad509d812bf2cc9|4.82|1.71|0.63|0|f6601412b868a05c118961e9d7869bc8|645dd2d872e6d5f4db5598ddecc789d2|b7e3b0110f96213f5087034b92be487a,a0ae3bad823bea2ffa642bf47daa4a77|c6b22721a25eaaefcd0effe3262cde29|3.33|1.9|1.57|0||e12b2381d02e767dd2d210fdb1ae7bc2|f12c4112c9ea685dc2d2705b1448bfbc|8d27a48deb1189633f26d44d8c6f82fd|4.45|1.58|0.94|0||719076d25a5d21b11a8534341545823b|4c65852ba87d9e7d2cc8242c19d5a2c3,796c5815752a170021838a78bf7fab34,cd52429aa5b3fc567c4ee122b5fdbbe5|0|0|0|188.9
931|2015-01-14 10:39:21|b69ad28810393d85cd584be03226a098|2015-01-13 17:46:18|32ff5b61ad13a040b010875642ca1d30|4.12|2.74|1.88|0|a38b030516e52b6f126fb96c159aba25|766fb91efebff83f298f780e7524b276|b7e3b0110f96213f5087034b92be487a|b1ca41ce1c032f5862414d60b879d13e|3.1|1.55|1.26|0||443cdbe7628a33457d2822ed1ed36a54|4c65852ba87d9e7d2cc8242c19d5a2c3,796c5815752a170021838a78bf7fab34,acd2ceca1bb5baf9ae8429fab2b0192b,4b3e2dbd4d59c43bf6982405a5f7fce7|93767aadb303d200423aa56ad08f0ce1|2.73|0.55|1.26|0||5b5714af4a2acb5ea5a65c7e0466e9e4|796c5815752a170021838a78bf7fab34,ac6d9e2b42dff101d8e6e5582d7a45cf,4b3e2dbd4d59c43bf6982405a5f7fce7|0|0|0|185.75
932|2015-01-14 10:45:39|47423ef2ddfdd83e87e206cb219a151c|2015-01-13 15:50:18|20fd324dd61b48e947b93d03bab01218|9.49|3.51|1.57|0|f6601412b868a05c118961e9d7869bc8|645dd2d872e6d5f4db5598ddecc789d2|b7e3b0110f96213f5087034b92be487a|605872d418cada8ffe1ce83011e53068|5.51|1.57|1.26|0|2a389417a56710b61bc2b7e23c10c0f8|de034f488e4325bc48f34437c3254590|20f8b79b37604a501d0dde8e7d98d0f8,7a04f5ee0a1363e6af5ca20434ed72a0,796c5815752a170021838a78bf7fab34,acd2ceca1bb5baf9ae8429fab2b0192b|3dd29fcb0310e60b037e6c3f509ef4b5|5.51|1.1|1.88|1|4e03e74099990e8529eb7e7328220af1|7de50d28d59f72c28e762dbf764fb7db|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970|0|1|0|154.12
933|2015-01-14 10:56:30|1f7d718346fdb19d217b02a4ba4b68f1|2015-01-14 09:33:18|5e172c81d40aef897bba4871829699d1|7.36|2.45|3.14|0||920c97ba22e2235de589e5cc9b391709|b78123c345b9f8a300a7fac7a735a8bd,9ebaa35411ef69b93eb958ce880669f3|5be8d644e8a5f43d702f7ad68d655e8a|4.58|1.47|1.88|0|304979e999d95fc59d85cba5f1633595|e006513b5c7be290e81c8bd614362d07|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|9b250cace93aadeddb4b726fda9765e7|8.29|1.66|1.57|1|4e03e74099990e8529eb7e7328220af1|94a7d11a8972ed94819c748a1d1b42f8|796c5815752a170021838a78bf7fab34,667daa357f8999be0805a6d62d7d3970,ac6d9e2b42dff101d8e6e5582d7a45cf,a0ae3bad823bea2ffa642bf47daa4a77|0|0|0|185.7
934|2015-01-14 11:00:33|ce6cd9712306d1211013e944640e653f|2015-01-14 10:13:46|9181dc7f4161a736b47c7c06d6fc9646|6.67|1.67|1.57|0|a38b030516e52b6f126fb96c159aba25|a240b3940110f9bd715b1a7a623f06ee|b7e3b0110f96213f5087034b92be487a|e940f8e8c87f95fb96dfd8628c94fc0b|4.45|1.27|1.26|0||b6bd2ed0976ae13afc75b72e7f138df4|f12c4112c9ea685dc2d2705b1448bfbc,6f735673e0cbf770a14c38aa256011a7|6508730e9cfa389f948f6652b54ca56f|14.73|7.36|1.26|0||5fe8380a433b236f73295914a097adcf|796c5815752a170021838a78bf7fab34,4b3e2dbd4d59c43bf6982405a5f7fce7|1|0|0|218.26
